epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
29,952.211,1.43052,1.63706,1.23962,0.50719,0.20706,0.21987,0.12931,1.69955,3.06995,1.37363,0.00077701,0.00077701,0.00077701
30,982.892,1.39188,1.62664,1.19815,0.38333,0.22546,0.21488,0.1505,1.61053,3.00608,1.34609,0.000793101,0.000793101,0.000793101
31,1012.31,1.45387,1.73411,1.25957,0.36876,0.14069,0.16677,0.09871,1.72067,3.14168,1.4244,0.00080845,0.00080845,0.00080845
32,1050.77,1.38216,1.60032,1.1971,0.41781,0.22192,0.20562,0.15011,1.68737,3.02277,1.46596,0.000823056,0.000823056,0.000823056
33,1086.47,1.39038,1.61387,1.21983,0.58998,0.16341,0.23521,0.15567,1.86726,3.26403,1.63157,0.00083692,0.00083692,0.00083692
34,1115.94,1.36178,1.54593,1.19551,0.6325,0.14629,0.17874,0.1101,1.9308,3.41507,1.673,0.000841625,0.000841625,0.000841625
35,1152.65,1.3467,1.53528,1.18067,0.61076,0.10285,0.13568,0.09404,2.14979,4.06041,1.99743,0.00082925,0.00082925,0.00082925
36,1190.96,1.43455,1.61099,1.23038,0.18874,0.23952,0.12596,0.07354,1.95087,4.51561,1.69741,0.000816875,0.000816875,0.000816875
37,1226.49,1.35991,1.55674,1.20157,0.21281,0.16734,0.1172,0.06798,1.67539,3.55113,1.43286,0.0008045,0.0008045,0.0008045
38,1264.38,1.38482,1.54527,1.21088,0.58906,0.17521,0.16203,0.12001,1.67856,2.98071,1.44794,0.000792125,0.000792125,0.000792125
39,1302.3,1.37987,1.59481,1.23333,0.74855,0.20285,0.17285,0.12324,1.68446,2.96395,1.46985,0.00077975,0.00077975,0.00077975
40,1382.01,1.37027,1.54543,1.2096,0.30925,0.18177,0.18913,0.13377,1.69291,2.66726,1.43251,0.000767375,0.000767375,0.000767375
41,1416.41,1.38027,1.52832,1.20516,0.31658,0.25983,0.25495,0.1649,1.51967,2.4879,1.30566,0.000755,0.000755,0.000755
42,1454.66,1.35093,1.51278,1.19053,0.44186,0.27624,0.28237,0.16367,1.47441,2.40017,1.26496,0.000742625,0.000742625,0.000742625
43,1490.84,1.3184,1.4381,1.18521,0.65899,0.21994,0.31956,0.22197,1.49979,2.55373,1.29816,0.00073025,0.00073025,0.00073025
44,1522.57,1.31838,1.4738,1.20239,0.44901,0.31531,0.27816,0.20716,1.49155,2.5865,1.30437,0.000717875,0.000717875,0.000717875
45,1565.66,1.30744,1.44191,1.20496,0.64926,0.29387,0.30825,0.20979,1.484,2.47838,1.2913,0.0007055,0.0007055,0.0007055
46,1592.71,1.28404,1.46863,1.17766,0.56222,0.36039,0.29851,0.19775,1.50904,2.52469,1.29566,0.000693125,0.000693125,0.000693125
47,1627.21,1.3481,1.46633,1.19934,0.73306,0.28801,0.33003,0.21065,1.51248,2.24092,1.26709,0.00068075,0.00068075,0.00068075
48,1653.86,1.2565,1.34955,1.16773,0.55758,0.35359,0.32299,0.1883,1.54622,2.35898,1.29304,0.000668375,0.000668375,0.000668375
49,1679.74,1.31924,1.47641,1.18765,0.56599,0.38692,0.3748,0.25286,1.43775,2.26829,1.22688,0.000656,0.000656,0.000656
50,1713.8,1.27196,1.42824,1.1667,0.55347,0.44546,0.43843,0.29107,1.41293,2.28388,1.26911,0.000643625,0.000643625,0.000643625
51,1747.37,1.32009,1.39237,1.17879,0.62015,0.40013,0.40525,0.25597,1.39112,2.21589,1.23382,0.00063125,0.00063125,0.00063125
52,1775.79,1.29619,1.37635,1.16899,0.54061,0.48371,0.39177,0.24942,1.50296,2.16275,1.25324,0.000618875,0.000618875,0.000618875
53,1810.83,1.35419,1.39141,1.18674,0.61529,0.3864,0.36779,0.23572,1.48486,2.08784,1.23766,0.0006065,0.0006065,0.0006065
54,1846.6,1.25342,1.34939,1.14196,0.5794,0.40886,0.34588,0.221,1.45421,2.10242,1.21108,0.000594125,0.000594125,0.000594125
55,1883.5,1.28774,1.342,1.17154,0.55847,0.32903,0.28926,0.19586,1.407,2.11327,1.20834,0.00058175,0.00058175,0.00058175
56,1934.96,1.28819,1.36842,1.18257,0.44987,0.38074,0.30006,0.21424,1.4063,2.03154,1.23322,0.000569375,0.000569375,0.000569375
57,1970.15,1.27477,1.35426,1.14962,0.36463,0.33576,0.303,0.20892,1.34528,1.91359,1.18911,0.000557,0.000557,0.000557
58,2005.46,1.24844,1.33216,1.1585,0.45418,0.35947,0.33439,0.23222,1.34736,1.93497,1.17668,0.000544625,0.000544625,0.000544625
59,2046.51,1.2115,1.28587,1.13056,0.46205,0.36968,0.33389,0.21968,1.38135,2.0222,1.20778,0.00053225,0.00053225,0.00053225
60,2083.22,1.25335,1.29609,1.16838,0.66814,0.32528,0.31453,0.22639,1.32873,2.01982,1.17981,0.000519875,0.000519875,0.000519875
61,2120.42,1.22853,1.28074,1.13118,0.5354,0.36983,0.3049,0.22433,1.2869,1.93391,1.15799,0.0005075,0.0005075,0.0005075
62,2165.86,1.28436,1.32788,1.14771,0.61551,0.31059,0.30459,0.21233,1.30918,1.97518,1.17875,0.000495125,0.000495125,0.000495125
63,2201.01,1.21849,1.24898,1.13741,0.42899,0.31759,0.33881,0.24357,1.2516,1.84968,1.12797,0.00048275,0.00048275,0.00048275
64,2245.84,1.22048,1.28919,1.14378,0.75792,0.37302,0.3559,0.26608,1.225,1.74051,1.12008,0.000470375,0.000470375,0.000470375
65,2285.47,1.17661,1.23152,1.12245,0.72956,0.33516,0.36469,0.28225,1.28412,1.78503,1.16372,0.000458,0.000458,0.000458
66,2320.55,1.23143,1.2614,1.14212,0.66845,0.34237,0.34363,0.26798,1.29468,1.94572,1.19289,0.000445625,0.000445625,0.000445625
67,2363.47,1.23686,1.24628,1.14949,0.75019,0.35506,0.33194,0.25127,1.28362,1.98289,1.17786,0.00043325,0.00043325,0.00043325
68,2400.32,1.08801,1.15814,1.07066,0.70906,0.36663,0.36265,0.26661,1.25443,1.89374,1.13117,0.000420875,0.000420875,0.000420875
69,2446.42,1.19005,1.2388,1.12596,0.78439,0.35738,0.36873,0.27368,1.22223,1.72961,1.12973,0.0004085,0.0004085,0.0004085
70,2490.7,1.16411,1.19146,1.09,0.63849,0.36673,0.34828,0.26291,1.20767,1.65733,1.12944,0.000396125,0.000396125,0.000396125
71,2526.12,1.15938,1.18581,1.10069,0.76184,0.35862,0.4032,0.3023,1.25158,1.66802,1.16339,0.00038375,0.00038375,0.00038375
72,2557.59,1.18979,1.25369,1.10963,0.72626,0.39981,0.40087,0.30417,1.2343,1.63397,1.16705,0.000371375,0.000371375,0.000371375
73,2593.06,1.14286,1.16884,1.10092,0.84637,0.38607,0.40457,0.31816,1.16288,1.64099,1.11373,0.000359,0.000359,0.000359
74,2626.74,1.13021,1.14994,1.10723,0.81028,0.38311,0.42068,0.31975,1.14048,1.67347,1.0992,0.000346625,0.000346625,0.000346625
75,2668.27,1.11484,1.16514,1.08921,0.65595,0.38226,0.39423,0.30114,1.15199,1.69539,1.10913,0.00033425,0.00033425,0.00033425
76,2703.12,1.12207,1.12438,1.07515,0.55779,0.41189,0.3765,0.29432,1.14233,1.73576,1.1058,0.000321875,0.000321875,0.000321875
77,2745.11,1.12926,1.13417,1.08772,0.68575,0.36918,0.37942,0.29775,1.14678,1.71086,1.11318,0.0003095,0.0003095,0.0003095
78,2786.97,1.1647,1.14573,1.09575,0.71797,0.35273,0.37816,0.29034,1.12314,1.66906,1.1004,0.000297125,0.000297125,0.000297125
79,2818.44,1.12202,1.12227,1.07512,0.69086,0.35929,0.37389,0.29857,1.139,1.65156,1.08854,0.00028475,0.00028475,0.00028475
80,2850.74,1.06201,1.07758,1.0403,0.72342,0.35509,0.38113,0.30414,1.14763,1.659,1.0833,0.000272375,0.000272375,0.000272375
81,2883.25,1.12721,1.11819,1.09477,0.85378,0.3316,0.39422,0.30318,1.18592,1.75326,1.09467,0.00026,0.00026,0.00026
82,2915.26,1.14691,1.15088,1.09996,0.55699,0.38891,0.36353,0.27838,1.21112,1.78523,1.10554,0.000247625,0.000247625,0.000247625
83,3029.51,1.15056,1.13609,1.0912,0.5858,0.28607,0.30969,0.24861,1.19557,1.71661,1.11679,0.00023525,0.00023525,0.00023525
84,3084.03,1.09146,1.09742,1.06642,0.71847,0.22795,0.25147,0.18485,1.13346,1.63633,1.09047,0.000222875,0.000222875,0.000222875
85,3183.89,1.1417,1.12,1.09169,0.78397,0.28891,0.31704,0.25454,1.12472,1.62796,1.08001,0.0002105,0.0002105,0.0002105
